price,date,min,max,median
$344.77 ,20210509-1428,,,
$344.77 ,20210509-1428,,,
$344.77 ,20210509-1428,,,
$345.51 ,20210509-1428,,,
$345.63 ,20210509-1428,,,
$345.67 ,20210509-1428,,,
$345.69 ,20210509-1428,,,
$345.74 ,20210509-1428,,,
$345.77 ,20210509-1428,,,
$350.58 ,20210509-1428,,,
$362.24 ,20210509-1428,,,
$368.12 ,20210509-1428,,,
$378.29 ,20210509-1428,,,
$380.51 ,20210509-1428,,,
$381.15 ,20210509-1428,,,
$382.81 ,20210509-1428,,,
$383.82 ,20210509-1428,,,
$384.39 ,20210509-1428,,,
$391.49 ,20210509-1428,,,
$391.54 ,20210509-1428,,,
$394.57 ,20210509-1428,,,
$397.62 ,20210509-1428,,,
$400.27 ,20210509-1428,,,
$404.91 ,20210509-1428,,,
$359.74 ,20210509-1103,,,
$360.29 ,20210509-1103,,,
$364.67 ,20210509-1103,,,
$377.07 ,20210509-1103,,,
$378.74 ,20210509-1103,,,
$380.62 ,20210509-1103,,,
$380.89 ,20210509-1103,,,
$381.74 ,20210509-1103,,,
$384.93 ,20210509-1103,,,
$389.87 ,20210509-1103,,,
$392.61 ,20210509-1103,,,
$392.98 ,20210509-1103,,,
$396.11 ,20210509-1103,,,
$399.68 ,20210509-1103,,,
$404.17 ,20210509-1103,,,
$405.86 ,20210509-1103,,,
$406.69 ,20210509-1103,,,
$444.40 ,20210509-1103,,,
$452.29 ,20210509-1103,,,
$457.51 ,20210509-1103,,,
$461.91 ,20210509-1103,,,
$461.91 ,20210509-1103,,,
$464.56 ,20210509-1103,,,
$470.76 ,20210509-1103,,,
$343.63 ,20210509-1446,,,
$343.63 ,20210509-1446,,,
$343.63 ,20210509-1446,,,
$343.67 ,20210509-1446,,,
$343.79 ,20210509-1446,,,
$343.83 ,20210509-1446,,,
$343.85 ,20210509-1446,,,
$343.90 ,20210509-1446,,,
$343.93 ,20210509-1446,,,
$348.49 ,20210509-1446,,,
$360.68 ,20210509-1446,,,
$366.62 ,20210509-1446,,,
$376.40 ,20210509-1446,,,
$378.94 ,20210509-1446,,,
$379.24 ,20210509-1446,,,
$381.10 ,20210509-1446,,,
$382.22 ,20210509-1446,,,
$383.12 ,20210509-1446,,,
$389.48 ,20210509-1446,,,
$389.77 ,20210509-1446,,,
$392.77 ,20210509-1446,,,
$395.81 ,20210509-1446,,,
$398.37 ,20210509-1446,,,
$402.78 ,20210509-1446,,,
$347.39 ,20210507-2342,,,
$359.00 ,20210507-2342,,,
$365.64 ,20210507-2342,,,
$385.40 ,20210507-2342,,,
$391.41 ,20210507-2342,,,
$425.38 ,20210507-2342,,,
$429.91 ,20210507-2342,,,
$430.00 ,20210507-2342,,,
$431.64 ,20210507-2342,,,
$431.83 ,20210507-2342,,,
$431.83 ,20210507-2342,,,
$434.89 ,20210507-2342,,,
$438.99 ,20210507-2342,,,
$445.23 ,20210507-2342,,,
$457.39 ,20210507-2342,,,
$458.28 ,20210507-2342,,,
$459.02 ,20210507-2342,,,
$471.10 ,20210507-2342,,,
$475.07 ,20210507-2342,,,
$478.88 ,20210507-2342,,,
$478.93 ,20210507-2342,,,
$482.70 ,20210507-2342,,,
$498.84 ,20210507-2342,,,
$511.99 ,20210507-2342,,,
$362.02 ,20210508-1258,,,
$368.12 ,20210508-1258,,,
$378.77 ,20210508-1258,,,
$384.41 ,20210508-1258,,,
$391.46 ,20210508-1258,,,
$421.76 ,20210508-1258,,,
$440.22 ,20210508-1258,,,
$441.66 ,20210508-1258,,,
$445.93 ,20210508-1258,,,
$458.04 ,20210508-1258,,,
$458.04 ,20210508-1258,,,
$460.77 ,20210508-1258,,,
$461.89 ,20210508-1258,,,
$466.82 ,20210508-1258,,,
$466.82 ,20210508-1258,,,
$475.44 ,20210508-1258,,,
$475.51 ,20210508-1258,,,
$477.55 ,20210508-1258,,,
$478.28 ,20210508-1258,,,
$493.35 ,20210508-1258,,,
$493.49 ,20210508-1258,,,
$496.21 ,20210508-1258,,,
$542.02 ,20210508-1258,,,
$553.47 ,20210508-1258,,,
$344.91 ,20210508-1103,,,
$348.69 ,20210508-1103,,,
$351.20 ,20210508-1103,,,
$356.18 ,20210508-1103,,,
$375.03 ,20210508-1103,,,
$377.89 ,20210508-1103,,,
$412.91 ,20210508-1103,,,
$426.98 ,20210508-1103,,,
$432.05 ,20210508-1103,,,
$437.61 ,20210508-1103,,,
$440.45 ,20210508-1103,,,
$440.45 ,20210508-1103,,,
$444.32 ,20210508-1103,,,
$448.89 ,20210508-1103,,,
$448.89 ,20210508-1103,,,
$450.42 ,20210508-1103,,,
$458.91 ,20210508-1103,,,
$460.33 ,20210508-1103,,,
$463.06 ,20210508-1103,,,
$463.12 ,20210508-1103,,,
$474.80 ,20210508-1103,,,
$477.15 ,20210508-1103,,,
$521.20 ,20210508-1103,,,
$532.21 ,20210508-1103,,,
$355.88 ,20210508-1228,,,
$361.62 ,20210508-1228,,,
$372.65 ,20210508-1228,,,
$378.45 ,20210508-1228,,,
$384.31 ,20210508-1228,,,
$415.61 ,20210508-1228,,,
$432.72 ,20210508-1228,,,
$435.12 ,20210508-1228,,,
$439.70 ,20210508-1228,,,
$449.22 ,20210508-1228,,,
$449.22 ,20210508-1228,,,
$453.04 ,20210508-1228,,,
$453.86 ,20210508-1228,,,
$457.83 ,20210508-1228,,,
$457.83 ,20210508-1228,,,
$467.86 ,20210508-1228,,,
$467.92 ,20210508-1228,,,
$468.27 ,20210508-1228,,,
$469.18 ,20210508-1228,,,
$484.06 ,20210508-1228,,,
$485.03 ,20210508-1228,,,
$486.65 ,20210508-1228,,,
$531.58 ,20210508-1228,,,
$542.81 ,20210508-1228,,,
$350.47 ,20210508-0039,,,
$361.45 ,20210508-0039,,,
$369.46 ,20210508-0039,,,
$388.98 ,20210508-0039,,,
$393.87 ,20210508-0039,,,
$429.21 ,20210508-0039,,,
$429.21 ,20210508-0039,,,
$430.76 ,20210508-0039,,,
$435.46 ,20210508-0039,,,
$436.25 ,20210508-0039,,,
$437.44 ,20210508-0039,,,
$437.44 ,20210508-0039,,,
$441.11 ,20210508-0039,,,
$450.80 ,20210508-0039,,,
$459.76 ,20210508-0039,,,
$464.10 ,20210508-0039,,,
$464.98 ,20210508-0039,,,
$472.93 ,20210508-0039,,,
$477.66 ,20210508-0039,,,
$482.23 ,20210508-0039,,,
$482.29 ,20210508-0039,,,
$489.68 ,20210508-0039,,,
$505.69 ,20210508-0039,,,
$518.63 ,20210508-0039,,,
$343.83 ,20210509-1427,,,
$343.83 ,20210509-1427,,,
$343.83 ,20210509-1427,,,
$344.64 ,20210509-1427,,,
$344.76 ,20210509-1427,,,
$344.80 ,20210509-1427,,,
$344.82 ,20210509-1427,,,
$344.87 ,20210509-1427,,,
$344.89 ,20210509-1427,,,
$349.71 ,20210509-1427,,,
$361.28 ,20210509-1427,,,
$367.15 ,20210509-1427,,,
$377.32 ,20210509-1427,,,
$379.50 ,20210509-1427,,,
$380.18 ,20210509-1427,,,
$381.81 ,20210509-1427,,,
$382.81 ,20210509-1427,,,
$383.34 ,20210509-1427,,,
$390.49 ,20210509-1427,,,
$390.52 ,20210509-1427,,,
$393.54 ,20210509-1427,,,
$396.58 ,20210509-1427,,,
$399.24 ,20210509-1427,,,
$403.88 ,20210509-1427,,,
$315.91,20210509-1604,,,
$338.04,20210509-1604,,,
$338.16,20210509-1604,,,
$338.20,20210509-1604,,,
$338.22,20210509-1604,,,
$338.27,20210509-1604,,,
$338.30,20210509-1604,,,
$341.19,20210509-1604,,,
$341.19,20210509-1604,,,
$341.19,20210509-1604,,,
$341.76,20210509-1604,,,
$356.47,20210509-1604,,,
$362.69,20210509-1604,,,
$370.82,20210509-1604,,,
$373.57,20210509-1604,,,
$374.83,20210509-1604,,,
$376.37,20210509-1604,,,
$377.97,20210509-1604,,,
$380.39,20210509-1604,,,
$383.46,20210509-1604,,,
$384.82,20210509-1604,,,
$387.75,20210509-1604,,,
$390.71,20210509-1604,,,
$392.88,20210509-1604,,,
$330.47,20210509-1639,,,
$330.48,20210509-1639,,,
$337.79,20210509-1639,,,
$337.91,20210509-1639,,,
$337.94,20210509-1639,,,
$337.97,20210509-1639,,,
$338.02,20210509-1639,,,
$338.04,20210509-1639,,,
$341.06,20210509-1639,,,
$342.33,20210509-1639,,,
$342.33,20210509-1639,,,
$342.33,20210509-1639,,,
$356.95,20210509-1639,,,
$363.34,20210509-1639,,,
$370.80,20210509-1639,,,
$373.53,20210509-1639,,,
$375.47,20210509-1639,,,
$376.76,20210509-1639,,,
$378.57,20210509-1639,,,
$381.67,20210509-1639,,,
$383.33,20210509-1639,,,
$385.16,20210509-1639,,,
$388.08,20210509-1639,,,
$391.02,20210509-1639,,,
$333.11,20210509-1709,,,
$333.12,20210509-1709,,,
$333.61,20210509-1709,,,
$333.65,20210509-1709,,,
$334.16,20210509-1709,,,
$340.09,20210509-1709,,,
$340.21,20210509-1709,,,
$340.25,20210509-1709,,,
$340.28,20210509-1709,,,
$340.32,20210509-1709,,,
$340.35,20210509-1709,,,
$345.92,20210509-1709,,,
$345.92,20210509-1709,,,
$345.92,20210509-1709,,,
$360.05,20210509-1709,,,
$366.63,20210509-1709,,,
$373.56,20210509-1709,,,
$376.29,20210509-1709,,,
$379.92,20210509-1709,,,
$381.95,20210509-1709,,,
$385.67,20210509-1709,,,
$386.08,20210509-1709,,,
$388.35,20210509-1709,,,
$391.28,20210509-1709,,,
$329.73,20210509-1802,,,
$329.77,20210509-1802,,,
$329.88,20210509-1802,,,
$329.96,20210509-1802,,,
$331.72,20210509-1802,,,
$336.18,20210509-1802,,,
$336.30,20210509-1802,,,
$336.34,20210509-1802,,,
$336.36,20210509-1802,,,
$336.41,20210509-1802,,,
$336.43,20210509-1802,,,
$344.14,20210509-1802,,,
$344.14,20210509-1802,,,
$344.14,20210509-1802,,,
$357.07,20210509-1802,,,
$363.85,20210509-1802,,,
$369.67,20210509-1802,,,
$372.33,20210509-1802,,,
$376.59,20210509-1802,,,
$378.94,20210509-1802,,,
$381.88,20210509-1802,,,
$383.68,20210509-1802,,,
$384.87,20210509-1802,,,
$387.75,20210509-1802,,,
$327.61,20210509-1832,,,
$328.17,20210509-1832,,,
$328.21,20210509-1832,,,
$330.37,20210509-1832,,,
$334.00,20210509-1832,,,
$334.12,20210509-1832,,,
$334.16,20210509-1832,,,
$334.18,20210509-1832,,,
$334.23,20210509-1832,,,
$334.26,20210509-1832,,,
$343.16,20210509-1832,,,
$343.16,20210509-1832,,,
$343.16,20210509-1832,,,
$355.43,20210509-1832,,,
$362.31,20210509-1832,,,
$367.51,20210509-1832,,,
$370.14,20210509-1832,,,
$374.75,20210509-1832,,,
$377.28,20210509-1832,,,
$379.55,20210509-1832,,,
$382.59,20210509-1832,,,
$382.95,20210509-1832,,,
$385.79,20210509-1832,,,
$388.35,20210509-1832,,,
$325.28,20210509-1902,,,
$326.28,20210509-1902,,,
$326.28,20210509-1902,,,
$328.84,20210509-1902,,,
$331.65,20210509-1902,,,
$331.77,20210509-1902,,,
$331.80,20210509-1902,,,
$331.83,20210509-1902,,,
$331.88,20210509-1902,,,
$331.90,20210509-1902,,,
$341.99,20210509-1902,,,
$341.99,20210509-1902,,,
$341.99,20210509-1902,,,
$353.59,20210509-1902,,,
$360.57,20210509-1902,,,
$365.14,20210509-1902,,,
$367.74,20210509-1902,,,
$372.70,20210509-1902,,,
$375.41,20210509-1902,,,
$377.01,20210509-1902,,,
$380.81,20210509-1902,,,
$381.29,20210509-1902,,,
$383.63,20210509-1902,,,
$384.85,20210509-1902,,,
$324.19,20210509-1932,,,
$325.61,20210509-1932,,,
$325.65,20210509-1932,,,
$328.56,20210509-1932,,,
$330.57,20210509-1932,,,
$330.69,20210509-1932,,,
$330.72,20210509-1932,,,
$330.75,20210509-1932,,,
$330.80,20210509-1932,,,
$330.82,20210509-1932,,,
$342.13,20210509-1932,,,
$342.13,20210509-1932,,,
$342.13,20210509-1932,,,
$353.11,20210509-1932,,,
$360.22,20210509-1932,,,
$364.19,20210509-1932,,,
$366.76,20210509-1932,,,
$372.09,20210509-1932,,,
$374.98,20210509-1932,,,
$375.92,20210509-1932,,,
$380.13,20210509-1932,,,
$380.14,20210509-1932,,,
$381.44,20210509-1932,,,
$382.93,20210509-1932,,,
$326.05,20210509-2002,,,
$327.89,20210509-2002,,,
$327.97,20210509-2002,,,
$331.28,20210509-2002,,,
$332.48,20210509-2002,,,
$332.61,20210509-2002,,,
$332.64,20210509-2002,,,
$332.67,20210509-2002,,,
$332.72,20210509-2002,,,
$332.74,20210509-2002,,,
$345.39,20210509-2002,,,
$345.39,20210509-2002,,,
$345.39,20210509-2002,,,
$355.83,20210509-2002,,,
$363.14,20210509-2002,,,
$366.53,20210509-2002,,,
$369.10,20210509-2002,,,
$374.85,20210509-2002,,,
$377.96,20210509-2002,,,
$378.24,20210509-2002,,,
$378.84,20210509-2002,,,
$382.91,20210509-2002,,,
$385.07,20210509-2002,,,
$385.72,20210509-2002,,,
$324.89,20210509-2032,,,
$325.01,20210509-2032,,,
$328.67,20210509-2032,,,
$329.05,20210509-2032,,,
$329.17,20210509-2032,,,
$329.21,20210509-2032,,,
$329.23,20210509-2032,,,
$329.28,20210509-2032,,,
$329.31,20210509-2032,,,
$343.09,20210509-2032,,,
$343.09,20210509-2032,,,
$343.09,20210509-2032,,,
$352.83,20210509-2032,,,
$360.22,20210509-2032,,,
$362.98,20210509-2032,,,
$365.50,20210509-2032,,,
$371.45,20210509-2032,,,
$371.58,20210509-2032,,,
$374.48,20210509-2032,,,
$374.86,20210509-2032,,,
$379.53,20210509-2032,,,
$381.76,20210509-2032,,,
$382.30,20210509-2032,,,
$382.51,20210509-2032,,,
$324.16,20210509-2132,,,
$324.37,20210509-2132,,,
$327.52,20210509-2132,,,
$327.64,20210509-2132,,,
$327.68,20210509-2132,,,
$327.70,20210509-2132,,,
$327.75,20210509-2132,,,
$327.78,20210509-2132,,,
$328.77,20210509-2132,,,
$344.04,20210509-2132,,,
$344.04,20210509-2132,,,
$344.04,20210509-2132,,,
$352.55,20210509-2132,,,
$360.21,20210509-2132,,,
$361.76,20210509-2132,,,
$362.69,20210509-2132,,,
$364.24,20210509-2132,,,
$371.07,20210509-2132,,,
$373.02,20210509-2132,,,
$374.72,20210509-2132,,,
$378.91,20210509-2132,,,
$379.56,20210509-2132,,,
$381.65,20210509-2132,,,
$383.57,20210509-2132,,,
$326.08,20210509-2202,,,
$326.33,20210509-2202,,,
$329.05,20210509-2202,,,
$329.18,20210509-2202,,,
$329.22,20210509-2202,,,
$329.24,20210509-2202,,,
$329.29,20210509-2202,,,
$329.31,20210509-2202,,,
$331.14,20210509-2202,,,
$346.95,20210509-2202,,,
$346.95,20210509-2202,,,
$346.95,20210509-2202,,,
$354.89,20210509-2202,,,
$360.83,20210509-2202,,,
$362.74,20210509-2202,,,
$363.70,20210509-2202,,,
$366.17,20210509-2202,,,
$373.42,20210509-2202,,,
$374.91,20210509-2202,,,
$377.30,20210509-2202,,,
$381.27,20210509-2202,,,
$384.01,20210509-2202,,,
$386.34,20210509-2202,,,
$386.77,20210509-2202,,,
$321.58,20210509-2332,,,
$329.57,20210509-2332,,,
$329.94,20210509-2332,,,
$331.34,20210509-2332,,,
$331.46,20210509-2332,,,
$331.50,20210509-2332,,,
$331.53,20210509-2332,,,
$331.58,20210509-2332,,,
$331.60,20210509-2332,,,
$335.97,20210509-2332,,,
$352.39,20210509-2332,,,
$353.33,20210509-2332,,,
$353.33,20210509-2332,,,
$353.33,20210509-2332,,,
$359.47,20210509-2332,,,
$366.95,20210509-2332,,,
$367.86,20210509-2332,,,
$369.38,20210509-2332,,,
$377.91,20210509-2332,,,
$377.96,20210509-2332,,,
$382.43,20210509-2332,,,
$385.71,20210509-2332,,,
$386.81,20210509-2332,,,
$388.44,20210509-2332,,,
$325.20,20210510-0002,,,
$325.20,20210510-0002,,,
$332.44,20210510-0002,,,
$332.86,20210510-0002,,,
$333.81,20210510-0002,,,
$333.93,20210510-0002,,,
$333.97,20210510-0002,,,
$334.00,20210510-0002,,,
$334.05,20210510-0002,,,
$334.07,20210510-0002,,,
$339.34,20210510-0002,,,
$351.28,20210510-0002,,,
$357.32,20210510-0002,,,
$357.32,20210510-0002,,,
$357.32,20210510-0002,,,
$362.87,20210510-0002,,,
$369.94,20210510-0002,,,
$371.48,20210510-0002,,,
$372.37,20210510-0002,,,
$380.92,20210510-0002,,,
$381.36,20210510-0002,,,
$386.14,20210510-0002,,,
$386.52,20210510-0002,,,
$389.20,20210510-0002,,,
$320.54,20210510-0032,,,
$323.85,20210510-0032,,,
$323.98,20210510-0032,,,
$324.46,20210510-0032,,,
$324.48,20210510-0032,,,
$324.54,20210510-0032,,,
$324.60,20210510-0032,,,
$324.60,20210510-0032,,,
$330.98,20210510-0032,,,
$331.92,20210510-0032,,,
$332.05,20210510-0032,,,
$332.08,20210510-0032,,,
$332.11,20210510-0032,,,
$332.16,20210510-0032,,,
$332.19,20210510-0032,,,
$332.59,20210510-0032,,,
$338.29,20210510-0032,,,
$345.56,20210510-0032,,,
$356.65,20210510-0032,,,
$356.65,20210510-0032,,,
$356.65,20210510-0032,,,
$361.54,20210510-0032,,,
$368.09,20210510-0032,,,
$370.27,20210510-0032,,,
$325.87,20210510-0102,,,
$326.01,20210510-0102,,,
$326.49,20210510-0102,,,
$326.51,20210510-0102,,,
$326.57,20210510-0102,,,
$327.48,20210510-0102,,,
$327.48,20210510-0102,,,
$333.06,20210510-0102,,,
$333.59,20210510-0102,,,
$333.72,20210510-0102,,,
$333.75,20210510-0102,,,
$333.78,20210510-0102,,,
$333.83,20210510-0102,,,
$333.86,20210510-0102,,,
$335.37,20210510-0102,,,
$340.86,20210510-0102,,,
$343.52,20210510-0102,,,
$359.82,20210510-0102,,,
$359.82,20210510-0102,,,
$359.82,20210510-0102,,,
$364.09,20210510-0102,,,
$370.20,20210510-0102,,,
$372.59,20210510-0102,,,
$373.03,20210510-0102,,,
$308.47,20210510-0132,,,
$316.68,20210510-0132,,,
$320.86,20210510-0132,,,
$324.71,20210510-0132,,,
$324.72,20210510-0132,,,
$324.74,20210510-0132,,,
$324.77,20210510-0132,,,
$324.77,20210510-0132,,,
$324.77,20210510-0132,,,
$324.79,20210510-0132,,,
$324.82,20210510-0132,,,
$324.92,20210510-0132,,,
$324.93,20210510-0132,,,
$326.69,20210510-0132,,,
$327.31,20210510-0132,,,
$327.34,20210510-0132,,,
$327.40,20210510-0132,,,
$329.17,20210510-0132,,,
$329.17,20210510-0132,,,
$333.92,20210510-0132,,,
$334.02,20210510-0132,,,
$334.15,20210510-0132,,,
$334.19,20210510-0132,,,
$334.21,20210510-0132,,,
$316.24,20210510-0202,,,
$320.36,20210510-0202,,,
$324.19,20210510-0202,,,
$324.87,20210510-0202,,,
$324.99,20210510-0202,,,
$325.01,20210510-0202,,,
$325.02,20210510-0202,,,
$325.05,20210510-0202,,,
$325.06,20210510-0202,,,
$325.08,20210510-0202,,,
$325.10,20210510-0202,,,
$325.20,20210510-0202,,,
$326.99,20210510-0202,,,
$327.60,20210510-0202,,,
$327.63,20210510-0202,,,
$327.69,20210510-0202,,,
$330.33,20210510-0202,,,
$333.91,20210510-0202,,,
$334.04,20210510-0202,,,
$334.08,20210510-0202,,,
$334.10,20210510-0202,,,
$334.15,20210510-0202,,,
$334.18,20210510-0202,,,
$334.24,20210510-0202,,,
$309.16,20210510-0232,,,
$314.60,20210510-0232,,,
$318.63,20210510-0232,,,
$322.38,20210510-0232,,,
$323.57,20210510-0232,,,
$324.03,20210510-0232,,,
$324.05,20210510-0232,,,
$324.07,20210510-0232,,,
$324.09,20210510-0232,,,
$324.10,20210510-0232,,,
$324.12,20210510-0232,,,
$324.15,20210510-0232,,,
$324.25,20210510-0232,,,
$326.03,20210510-0232,,,
$326.65,20210510-0232,,,
$326.67,20210510-0232,,,
$326.73,20210510-0232,,,
$330.23,20210510-0232,,,
$330.91,20210510-0232,,,
$332.52,20210510-0232,,,
$332.65,20210510-0232,,,
$332.69,20210510-0232,,,
$332.71,20210510-0232,,,
$332.76,20210510-0232,,,
$288.53,20210510-0332,,,
$311.05,20210510-0332,,,
$314.90,20210510-0332,,,
$318.47,20210510-0332,,,
$320.13,20210510-0332,,,
$320.69,20210510-0332,,,
$321.84,20210510-0332,,,
$321.86,20210510-0332,,,
$321.88,20210510-0332,,,
$321.90,20210510-0332,,,
$321.91,20210510-0332,,,
$321.93,20210510-0332,,,
$321.96,20210510-0332,,,
$322.06,20210510-0332,,,
$323.84,20210510-0332,,,
$324.45,20210510-0332,,,
$324.48,20210510-0332,,,
$324.54,20210510-0332,,,
$329.46,20210510-0332,,,
$329.59,20210510-0332,,,
$329.63,20210510-0332,,,
$329.65,20210510-0332,,,
$329.70,20210510-0332,,,
$329.73,20210510-0332,,,
$287.60,20210510-0402,,,
$308.51,20210510-0402,,,
$312.26,20210510-0402,,,
$313.97,20210510-0402,,,
$315.73,20210510-0402,,,
$318.46,20210510-0402,,,
$319.95,20210510-0402,,,
$319.96,20210510-0402,,,
$319.98,20210510-0402,,,
$320.01,20210510-0402,,,
$320.02,20210510-0402,,,
$320.03,20210510-0402,,,
$320.06,20210510-0402,,,
$320.16,20210510-0402,,,
$321.93,20210510-0402,,,
$322.55,20210510-0402,,,
$322.58,20210510-0402,,,
$322.64,20210510-0402,,,
$327.11,20210510-0402,,,
$327.24,20210510-0402,,,
$327.28,20210510-0402,,,
$327.30,20210510-0402,,,
$327.35,20210510-0402,,,
$327.38,20210510-0402,,,
$307.08,20210510-0432,,,
$308.95,20210510-0432,,,
$310.75,20210510-0432,,,
$314.14,20210510-0432,,,
$317.38,20210510-0432,,,
$319.21,20210510-0432,,,
$319.23,20210510-0432,,,
$319.25,20210510-0432,,,
$319.27,20210510-0432,,,
$319.28,20210510-0432,,,
$319.30,20210510-0432,,,
$319.32,20210510-0432,,,
$319.43,20210510-0432,,,
$321.20,20210510-0432,,,
$321.82,20210510-0432,,,
$321.84,20210510-0432,,,
$321.90,20210510-0432,,,
$325.95,20210510-0432,,,
$326.08,20210510-0432,,,
$326.12,20210510-0432,,,
$326.14,20210510-0432,,,
$326.19,20210510-0432,,,
$326.22,20210510-0432,,,
$328.42,20210510-0432,,,
$307.26,20210510-0502,,,
$312.63,20210510-0502,,,
$315.97,20210510-0502,,,
$319.77,20210510-0502,,,
$321.97,20210510-0502,,,
$321.99,20210510-0502,,,
$322.00,20210510-0502,,,
$322.03,20210510-0502,,,
$322.04,20210510-0502,,,
$322.06,20210510-0502,,,
$322.08,20210510-0502,,,
$322.19,20210510-0502,,,
$323.98,20210510-0502,,,
$324.60,20210510-0502,,,
$324.63,20210510-0502,,,
$324.69,20210510-0502,,,
$328.35,20210510-0502,,,
$328.48,20210510-0502,,,
$328.52,20210510-0502,,,
$328.54,20210510-0502,,,
$328.60,20210510-0502,,,
$328.62,20210510-0502,,,
$331.28,20210510-0502,,,
$332.54,20210510-0502,,,
$288.26,20210510-0532,,,
$299.25,20210510-0532,,,
$308.09,20210510-0532,,,
$311.31,20210510-0532,,,
$315.58,20210510-0532,,,
$318.11,20210510-0532,,,
$318.12,20210510-0532,,,
$318.14,20210510-0532,,,
$318.17,20210510-0532,,,
$318.18,20210510-0532,,,
$318.19,20210510-0532,,,
$318.22,20210510-0532,,,
$318.32,20210510-0532,,,
$320.10,20210510-0532,,,
$320.71,20210510-0532,,,
$320.74,20210510-0532,,,
$320.80,20210510-0532,,,
$324.00,20210510-0532,,,
$324.13,20210510-0532,,,
$324.17,20210510-0532,,,
$324.19,20210510-0532,,,
$324.24,20210510-0532,,,
$324.27,20210510-0532,,,
$327.33,20210510-0532,,,
$288.72,20210510-0602,,,
$294.57,20210510-0602,,,
$306.95,20210510-0602,,,
$310.09,20210510-0602,,,
$314.89,20210510-0602,,,
$317.76,20210510-0602,,,
$317.78,20210510-0602,,,
$317.80,20210510-0602,,,
$317.82,20210510-0602,,,
$317.83,20210510-0602,,,
$317.85,20210510-0602,,,
$317.87,20210510-0602,,,
$317.98,20210510-0602,,,
$319.75,20210510-0602,,,
$320.37,20210510-0602,,,
$320.40,20210510-0602,,,
$320.46,20210510-0602,,,
$323.23,20210510-0602,,,
$323.36,20210510-0602,,,
$323.40,20210510-0602,,,
$323.43,20210510-0602,,,
$323.48,20210510-0602,,,
$323.50,20210510-0602,,,
$327.00,20210510-0602,,,
$287.53,20210510-0632,,,
$288.22,20210510-0632,,,
$304.06,20210510-0632,,,
$307.10,20210510-0632,,,
$312.39,20210510-0632,,,
$315.59,20210510-0632,,,
$315.61,20210510-0632,,,
$315.63,20210510-0632,,,
$315.65,20210510-0632,,,
$315.66,20210510-0632,,,
$315.68,20210510-0632,,,
$315.71,20210510-0632,,,
$315.81,20210510-0632,,,
$317.58,20210510-0632,,,
$318.20,20210510-0632,,,
$318.22,20210510-0632,,,
$318.28,20210510-0632,,,
$320.61,20210510-0632,,,
$320.74,20210510-0632,,,
$320.78,20210510-0632,,,
$320.81,20210510-0632,,,
$320.86,20210510-0632,,,
$320.88,20210510-0632,,,
$324.79,20210510-0632,,,
$282.95,20210510-0702,,,
$282.95,20210510-0702,,,
$297.62,20210510-0702,,,
$300.53,20210510-0702,,,
$306.24,20210510-0702,,,
$309.73,20210510-0702,,,
$309.75,20210510-0702,,,
$309.76,20210510-0702,,,
$309.79,20210510-0702,,,
$309.80,20210510-0702,,,
$309.81,20210510-0702,,,
$309.84,20210510-0702,,,
$309.94,20210510-0702,,,
$311.68,20210510-0702,,,
$312.29,20210510-0702,,,
$312.31,20210510-0702,,,
$312.37,20210510-0702,,,
$314.25,20210510-0702,,,
$314.37,20210510-0702,,,
$314.41,20210510-0702,,,
$314.44,20210510-0702,,,
$314.49,20210510-0702,,,
$314.51,20210510-0702,,,
$318.78,20210510-0702,,,
$281.96,20210510-0732,,,
$294.98,20210510-0732,,,
$297.80,20210510-0732,,,
$303.99,20210510-0732,,,
$307.80,20210510-0732,,,
$307.82,20210510-0732,,,
$307.84,20210510-0732,,,
$307.86,20210510-0732,,,
$307.87,20210510-0732,,,
$307.89,20210510-0732,,,
$307.91,20210510-0732,,,
$308.01,20210510-0732,,,
$309.75,20210510-0732,,,
$310.35,20210510-0732,,,
$310.38,20210510-0732,,,
$310.44,20210510-0732,,,
$311.89,20210510-0732,,,
$312.01,20210510-0732,,,
$312.05,20210510-0732,,,
$312.08,20210510-0732,,,
$312.13,20210510-0732,,,
$312.15,20210510-0732,,,
$316.82,20210510-0732,,,
$322.24,20210510-0732,,,
$285.53,20210510-0802,,,
$297.10,20210510-0802,,,
$299.87,20210510-0802,,,
$306.65,20210510-0802,,,
$310.85,20210510-0802,,,
$310.87,20210510-0802,,,
$310.89,20210510-0802,,,
$310.91,20210510-0802,,,
$310.92,20210510-0802,,,
$310.94,20210510-0802,,,
$310.96,20210510-0802,,,
$311.07,20210510-0802,,,
$312.82,20210510-0802,,,
$313.44,20210510-0802,,,
$313.46,20210510-0802,,,
$313.52,20210510-0802,,,
$314.56,20210510-0802,,,
$314.69,20210510-0802,,,
$314.73,20210510-0802,,,
$314.76,20210510-0802,,,
$314.81,20210510-0802,,,
$314.83,20210510-0802,,,
$319.99,20210510-0802,,,
$326.32,20210510-0802,,,
$286.91,20210510-0832,,,
$296.91,20210510-0832,,,
$299.61,20210510-0832,,,
$305.87,20210510-0832,,,
$306.93,20210510-0832,,,
$311.50,20210510-0832,,,
$311.51,20210510-0832,,,
$311.53,20210510-0832,,,
$311.56,20210510-0832,,,
$311.56,20210510-0832,,,
$311.58,20210510-0832,,,
$311.61,20210510-0832,,,
$311.71,20210510-0832,,,
$313.48,20210510-0832,,,
$314.09,20210510-0832,,,
